1,0.0000
2,-50.2000
3,-77.0000
4,123.0000
5,-85.4000
6,43.0000
7,-57.4000
8,-51.2000
9,204.2000
10,-78.2000
11,-34.2000
12,188.8000
13,174.8000
14,-88.8000
15,109.2000
16,-3.4000
17,-7.8000
18,-84.2000
19,31.4000
20,-60.2000
21,-509.6000
22,-18.6000
23,-97.8000
24,281.4000
25,-71.4000
26,91.2000
27,71.2000
28,27.2000
29,167.8000
30,-121.0000
31,-82.8000
32,182.4000
33,-86.2000
34,27.4000
35,-46.6000
36,343.6000
37,179.4000
38,-511.4000
39,34.2000
40,276.4000
41,4.0000
42,25.0000
43,-716.8000
44,-61.8000
45,-482.6000
46,527.4000
47,-46.0000
48,212.6000
