1,0.0000
2,66.9000
3,76.0000
4,74.4000
5,68.2000
6,65.6000
7,75.6000
8,64.6000
9,58.7000
10,69.8000
11,13052.8000
12,75.6000
13,71.6000
14,75.5000
15,73.4000
16,13052.6000
17,35.7000
18,152.5000
19,74.6000
20,80.5000
21,73.6000
22,75.4000
23,74.0000
24,147.2000
25,46.4000
26,33.2000
27,39.3000
28,59.5000
29,33.0000
30,13052.4000
31,48.4000
32,33.3000
33,43.2000
34,49.7000
35,13052.6000
36,68.0000
37,41.0000
38,54.2000
39,13052.6000
40,71.1000
41,45.7000
42,73.8000
43,70.4000
44,40.1000
45,44.7000
46,73.0000
47,13052.6000
48,21.2000
49,13052.6000
50,56.9000
51,72.8000
52,13052.6000
53,58.7000
54,77.0000
55,37.1000
56,47.4000
57,128.1000
58,76.8000
59,13052.6000
60,13052.8000
61,13052.6000
62,133.8000
63,13052.5000
64,80.2000
65,77.0000
66,46.5000
67,39.2000
68,26.3000
69,13052.6000
70,10.0000
71,66.9000
72,13052.6000
73,13052.6000
74,13052.6000
75,74.2000
76,80.7000
77,109.4000
78,69.4000
79,13052.6000
80,73.7000
81,13052.6000
82,58.2000
83,47.5000
84,53.1000
85,49.5000
86,13052.4000
87,49.8000
88,57.9000
89,45.2000
90,61.5000
91,55.3000
92,77.2000
93,78.8000
94,72.1000
95,168.9000
96,81.6000
97,79.2000
98,13052.6000
99,56.0000
100,75.8000
101,13052.6000
102,73.6000
103,47.0000
104,99.0000
105,73.6000
106,57.3000
107,13052.6000
108,12.9000
109,20.6000
110,34.8000
111,9.6000
112,36.0000
113,52.8000
114,73.6000
115,100.8000
116,87.3000
117,75.8000
118,78.2000
119,13052.6000
120,78.4000
121,54.9000
122,13052.6000
123,13052.8000
124,52.4000
125,115.3000
126,52.3000
127,78.1000
128,13052.6000
129,13052.6000
130,13052.6000
131,37.7000
132,62.6000
133,11.5000
134,13052.4000
135,5.5000
136,13052.4000
137,9.0000
138,34.8000
139,13052.6000
140,13052.7000
141,82.2000
142,73.8000
143,13052.6000
144,13052.5000
145,13052.6000
146,13052.6000
147,13052.6000
148,40.6000
149,13052.6000
150,23.8000
151,13052.6000
152,5.3000
153,32.8000
154,3.7000
155,24.0000
156,51.2000
157,37.2000
158,35.5000
159,31.3000
160,49.8000
161,13052.6000
162,13052.6000
163,13052.6000
164,75.8000
165,13052.6000
166,13052.6000
167,9.0000
168,2.7000
169,33.1000
170,34.0000
171,23.0000
172,13052.6000
173,43.6000
174,33.5000
175,13052.4000
176,89.0000
177,32.3000
178,60.2000
179,13052.6000
180,29.6000
181,0.0000
182,1.5000
183,13.2000
184,13052.6000
185,0.0000
186,13052.4000
187,13052.7000
188,13052.6000
189,13052.6000
190,13052.6000
191,13052.6000
192,0.0000
