1,0.0000
2,5.0000
3,-0.4000
4,41.4000
5,11.6000
6,3.0000
7,81.0000
8,14.2000
9,61.6000
10,8.8000
11,-1.0000
12,78.0000
13,-0.6000
14,59.0000
15,19.4000
16,0.0000
17,178.6000
18,44.8000
19,21.0000
20,10.8000
21,25.6000
22,0.0000
23,-0.0000
24,28.8000
25,37.2000
26,8.6000
27,-1.6000
28,201.4000
29,14.8000
30,101.6000
31,42.4000
32,-0.6000
33,71.8000
34,-0.0000
35,40.2000
36,17.6000
37,42.2000
38,21.8000
39,200.8000
40,0.4000
41,191.0000
42,186.2000
43,66.0000
44,-0.0000
45,23.0000
46,18.2000
47,198.0000
48,-0.0000
49,-0.6000
50,36.0000
51,272.4000
52,51.4000
53,57.4000
54,20.6000
55,67.2000
56,-0.6000
57,-3.2000
58,135.4000
59,-0.6000
60,-0.0000
61,28.2000
62,33.8000
63,50.0000
64,57.2000
65,7.2000
66,19.6000
67,14.0000
68,2.0000
69,65.4000
70,8.2000
71,55.4000
72,-0.0000
73,-0.6000
74,87.6000
75,-0.6000
76,12.4000
77,27.8000
78,22.4000
79,-3.2000
80,18.2000
81,65.8000
82,-3.2000
83,12.6000
84,14.4000
85,54.0000
86,36.0000
87,36.2000
88,33.4000
89,242.0000
90,61.6000
91,64.2000
92,72.0000
93,-0.6000
94,-0.0000
95,-0.6000
96,-0.6000
97,0.0000
98,65.0000
99,78.0000
100,16.8000
101,-0.0000
102,22.4000
103,-0.6000
104,41.6000
105,42.6000
106,13.0000
107,-3.2000
108,331.2000
109,47.0000
110,253.2000
111,53.4000
112,2.6000
113,89.6000
114,28.0000
115,-0.0000
116,65.2000
117,76.8000
118,22.4000
119,-3.2000
120,46.0000
121,49.2000
122,31.0000
123,-0.6000
124,229.2000
125,41.2000
126,1.8000
127,65.4000
128,0.0000
129,31.2000
130,-0.6000
131,43.0000
132,42.2000
133,-0.6000
134,64.0000
135,373.4000
136,-0.6000
137,63.4000
138,22.4000
139,22.4000
140,-0.6000
141,64.6000
142,71.4000
143,45.8000
144,-3.2000
145,15.0000
146,-0.6000
147,-0.0000
148,22.4000
149,32.6000
150,1.2000
151,-0.6000
152,22.4000
153,-3.2000
154,-3.2000
155,70.0000
156,-0.6000
157,22.4000
158,43.2000
159,192.4000
160,-0.6000
161,85.8000
162,51.4000
163,47.0000
164,10.4000
165,-0.6000
166,50.4000
167,-3.2000
168,-0.6000
169,22.0000
170,-3.2000
171,-0.6000
172,79.2000
173,14.6000
174,17.0000
175,22.4000
176,0.0000
177,41.2000
178,42.4000
179,69.4000
180,10.6000
181,562.2000
182,75.0000
183,-0.6000
184,-0.0000
185,225.4000
186,377.2000
187,85.4000
188,88.8000
189,22.4000
190,11.6000
191,22.4000
192,44.4000
193,90.6000
194,0.0000
195,23.2000
196,-0.6000
197,-0.6000
198,20.4000
199,64.0000
200,22.4000
201,70.8000
202,-0.6000
203,128.8000
204,62.8000
205,52.8000
206,42.6000
207,69.8000
208,4.2000
209,28.8000
210,-3.2000
211,22.4000
212,0.0000
213,49.4000
214,37.2000
215,-3.2000
216,25.8000
217,0.0000
218,64.0000
219,68.6000
220,4.0000
221,75.8000
222,66.4000
223,-0.6000
224,238.0000
225,-0.6000
226,28.4000
227,-0.6000
228,74.4000
229,-1.6000
230,45.4000
231,-0.6000
232,66.6000
233,-0.6000
234,45.4000
235,134.4000
236,16.4000
237,-0.6000
238,27.4000
239,66.4000
240,-0.6000
241,32.6000
242,16.6000
243,18.0000
244,7.0000
245,79.4000
246,95.0000
247,58.6000
248,58.0000
249,0.0000
250,32.2000
251,373.4000
252,0.0000
253,32.6000
254,72.2000
255,22.4000
256,-0.6000
257,316.4000
258,129.4000
259,27.4000
260,69.0000
261,-0.6000
262,38.2000
263,-3.2000
264,125.0000
265,25.8000
266,-3.2000
267,-0.6000
268,54.0000
269,90.4000
270,-0.0000
271,1.4000
272,-3.2000
273,132.6000
274,373.4000
275,84.4000
276,121.2000
277,-3.2000
278,-3.2000
279,90.2000
280,0.0000
281,-0.6000
282,60.0000
283,-3.2000
284,64.2000
285,-0.0000
286,108.0000
287,17.0000
288,42.8000
