1,0.0000
2,55.8000
3,36.1000
4,75.2000
5,428.6000
6,100.2000
7,241.0000
8,429.4000
9,83.4000
10,423.3000
11,72.8000
12,250.4000
13,323.4000
14,78.8000
15,102.2000
16,100.2000
17,417.3000
18,99.8000
19,75.8000
20,76.0000
21,395.2000
22,303.9000
23,179.0000
24,94.4000
25,76.8000
26,309.5000
27,76.0000
28,71.6000
29,104.7000
30,247.0000
31,78.4000
32,311.9000
33,321.4000
34,74.0000
35,89.5000
36,115.1000
37,138.2000
38,69.6000
39,62.1000
40,72.4000
41,428.8000
42,72.3000
43,449.6000
44,73.0000
45,77.0000
46,104.4000
47,81.6000
48,74.2000
49,136.0000
50,253.6000
51,245.0000
52,249.4000
53,70.4000
54,320.8000
55,123.4000
56,73.5000
57,252.0000
58,245.3000
59,421.3000
60,82.4000
61,251.4000
62,13052.8000
63,13052.6000
64,250.8000
