1,0.0000
2,40.7000
3,67.1000
4,65.3000
5,75.3000
6,67.9000
7,61.1000
8,221.1000
9,77.1000
10,72.1000
11,69.3000
12,440.7000
13,496.9000
14,70.9000
15,243.7000
16,442.5000
17,427.4000
18,319.1000
19,352.5000
20,295.5000
21,725.7000
22,404.1000
23,406.7000
24,718.1000
25,956.1000
26,659.1000
27,724.7000
28,616.3000
29,991.2000
30,679.5000
31,988.4000
32,848.7000
33,978.7000
34,659.5000
35,936.7000
36,298.7000
37,723.3000
38,700.1000
39,858.5000
40,708.9000
41,413.9000
42,975.8000
43,980.0000
44,714.9000
45,726.3000
46,714.9000
47,377.6000
48,461.9000
